src_ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
192.168.1.11,3186.0457,-16206.125,-4619.8135,23764.848,54625.906,14942.001,25737.54,-15744.953,36917.6,-3481.7349,-10039.352,-3135.054,32366.1,7011.783,4453.201,551.45355,13029.269,19849.137,-26639.049,12177.652,-1313.6791,9489.561,20701.11,-37870.28,-5575.847,-10739.363,42164.51,-3765.9543,6325.427,26093.08,94.203094,17082.166,-28196.756,11883.513,-1161.3455,6103.8438,26650.057,962.3074,-26125.756,-591.1742,-17373.637,-14171.431,1369.1838,-25743.932,22198.457,-5406.8145,-30518.78,11336.052,628.23267,34637.77,21708.098,-5327.1855,8019.758,-7194.4155,-6660.9746,-508.9408,5733.7974,-660.303,2018.0002,23437.873,-36998.934,-13568.977,8188.7773,-2113.717,7783.9106,28686.287,-988.7891,14940.911,545.44495,-98.00147,-14083.444,-8874.039,-29558.549,23444.764,8039.406,10598.698,16160.62,-11323.841,14197.509,73033.88,-16793.898,83.62163,-18812.57,38965.508,8731.397,-14955.735,60293.05,34486.05,-15876.325,-25156.21,-34575.23,-3608.1482,-4664.5557,-4123.5015,15738.961,-1141.2521,30354.604,-19159.004,4298.014,2646.615,26426.547,21682.988,-23460.947,5683.5913,1678.7949,-31912.953,9995.913,-13695.203,5745.469,-9448.963,-19748.273,-20720.258,2913.559,-42479.047,11989.905,-21371.297,9714.448,12807.084,31102.916,4396.2964,18.415773,-14130.053,3250.4114,5304.8315,44247.02,23041.572,4659.1196,-26015.05
192.168.1.4,-754.3742,-25379.666,-185.6037,34554.508,73751.23,21774.162,35379.508,-24586.078,49529.754,-1484.3779,-11107.172,-4638.101,43487.203,11018.904,12252.841,1547.7789,19333.08,30048.143,-30968.598,25374.959,-690.3263,11386.044,36408.25,-55383.71,-7369.557,-19460.691,59122.28,-2867.5833,12431.028,37669.98,-1102.4568,17551.006,-35338.8,15175.575,-4552.528,5067.1216,31011.38,3241.446,-39665.945,3278.1665,-29844.12,-17581.553,-1170.9153,-31938.25,25793.602,-8890.632,-36010.387,12873.708,-2302.0671,49815.234,28971.7,-5202.7666,10487.629,-7651.2925,1095.8196,305.67322,5692.7856,-763.1507,-1113.3881,35044.09,-54906.832,-21171.297,7156.068,6582.5054,13717.549,48096.133,7868.229,18929.67,-19.741909,1881.1566,-18593.71,-9819.0205,-43338.715,32386.697,12039.017,10812.97,27932.453,-18400.186,15075.476,100023.18,-20681.816,1844.776,-26021.814,56588.914,8039.287,-20986.627,76002.3,37769.01,-22410.686,-28714.914,-48945.645,-7435.0835,-6586.667,-10045.102,19299.043,-1049.359,42927.52,-18955.885,3791.2612,2074.565,30971.988,32355.992,-24760.682,11698.805,-1398.2506,-47792.832,17279.252,-13203.235,4393.5015,-9605.681,-24114.748,-32152.285,550.0901,-60039.574,16487.39,-24248.828,7592.656,17900.883,37949.215,4477.754,5604.606,-17121.049,10090.422,3128.2822,60114.258,30820.465,2792.9507,-37379.98
192.168.1.5,-207.77214,-4595.5903,54.375294,5382.155,12493.896,4141.298,7005.046,-3849.052,9255.659,939.662,-1452.375,-391.33405,8433.684,1540.4464,2790.9639,220.15741,3583.355,6682.291,-6029.659,4302.0254,-353.3818,1475.1844,7691.2305,-10003.65,-1329.3148,-3147.3257,11386.365,-952.1121,1901.2568,6522.18,-737.71185,3635.36,-5857.736,2416.4177,-1727.1992,718.16876,5313.842,940.23016,-9062.276,90.635376,-5138.3076,-3470.429,129.1387,-7673.267,5086.192,-1884.5424,-7464.4727,3410.4028,341.91742,9656.469,4829.1973,-92.94405,2344.4321,-841.8216,-82.66166,24.883194,397.9127,-1669.6565,-573.2228,7230.409,-11234.496,-4366.0127,1126.5607,1535.1755,2498.4312,7605.053,613.26855,4105.2637,1356.7546,-784.7009,-3145.7473,-2354.2769,-9798.252,6648.3306,2252.9126,2068.8867,4609.355,-2456.4902,2917.6335,19595.115,-4190.1187,-102.840675,-4711.391,9976.526,1249.3696,-3985.576,13990.59,6862.58,-3475.9,-4823.4976,-9491.672,-523.1213,-1382.4099,-2442.6926,3491.9668,154.05803,8810.069,-5161.8696,1185.3018,-724.56146,5498.7017,5089.7217,-4926.542,980.5521,-358.0716,-7909.9785,2583.3293,-4546.714,290.62714,-2094.8123,-4779.7466,-5973.713,450.99704,-11794.03,2404.8877,-4992.505,1011.21173,1620.4114,7410.397,1002.50903,-13.971058,-2847.4446,2479.645,2489.229,11243.677,6357.377,1519.5574,-7992.0166
192.168.1.12,2014.4026,-6730.442,-2697.9724,11251.386,24531.986,5978.944,10111.727,-7280.7295,15615.638,-3101.3398,-5337.067,-1919.6804,13667.85,3709.1255,525.02136,450.23587,5532.651,7081.8955,-11875.504,4688.212,-97.297195,5067.6685,6793.5117,-16107.436,-2031.7379,-4804.907,17212.123,-1300.2083,2641.507,11018.731,623.68176,7525.6504,-12993.087,5727.159,338.73593,2812.1467,12149.221,-274.45218,-8889.127,314.82632,-7335.6426,-5869.6646,447.15628,-9014.043,9747.298,-1738.7883,-12839.401,3745.686,-763.28613,14390.721,9636.303,-3012.7004,2999.166,-3589.792,-3640.4727,234.67787,3201.5056,1540.262,1990.5659,8355.171,-14365.789,-4760.344,3630.1914,-2356.7273,3331.3518,13218.387,-436.29315,5607.1597,-2002.9701,1154.8954,-6261.1807,-3313.611,-9944.997,9393.487,3072.0261,4907.0913,7342.256,-6058.559,6709.1797,29472.717,-7061.249,545.7502,-8585.068,17005.076,4224.2534,-6167.549,26131.227,15756.498,-7792.6724,-12081.301,-13657.311,-2275.2468,-1897.4043,-455.08298,6947.7476,-1464.613,12043.753,-6504.507,1377.4679,2450.51,11813.329,10085.03,-10550.566,3876.155,830.82355,-13785.792,4159.0967,-4071.7175,3503.9485,-3339.7688,-8062.375,-8444.861,815.4518,-17233.146,5471.3623,-8924.438,5077.091,7349.488,13291.787,2403.26,689.1184,-6543.736,-370.38168,471.73447,18851.967,9376.991,1473.2324,-9480.046
192.168.1.15,-2829.0247,-18303.68,2632.1782,19931.08,45668.406,17926.83,30207.365,-11103.674,38120.477,8483.384,-2881.8843,1216.9706,34029.297,4429.4253,15821.031,-535.2895,13668.676,34233.23,-25564.283,15392.655,-3064.4702,1780.0344,36712.453,-42225.086,-3678.9683,-12879.012,47691.598,-4664.263,5586.437,24703.969,-5129.4854,15324.453,-16915.447,11089.952,-9953.078,2249.8613,18520.418,6143.6104,-46837.668,-464.61267,-18133.627,-13343.847,6448.2036,-40551.277,21284.969,-8777.91,-36989.03,18898.684,4883.2314,41267.8,16072.069,4995.865,8844.012,-2896.139,-354.45224,845.69244,-2372.0867,-15126.387,-4768.4966,33071.844,-53646.88,-20448.312,3400.6895,8028.2583,10514.141,26291.812,15.911715,19577.2,12262.775,-9611.833,-9742.653,-13473.8955,-51471.75,29283.348,12308.04,9295.463,17146.855,-5618.0664,11478.626,85225.06,-18645.19,-306.0748,-17064.65,38678.902,6273.6074,-16703.846,53082.484,27314.32,-9936.123,-18791.0,-41453.703,1228.5171,-4718.0547,-16959.17,14275.963,1509.7415,38178.832,-27226.305,8031.2915,-7920.165,19340.613,18779.783,-21016.562,-535.541,-4256.0405,-29701.691,7766.1465,-30351.469,-1706.5353,-9906.276,-20438.139,-24610.547,3536.5244,-53968.832,9175.494,-20491.516,308.0024,452.99854,30993.742,4699.0396,-4993.2705,-11195.647,12244.423,19300.791,46518.195,26649.729,12202.909,-40025.44
192.168.1.9,-956.38214,-4881.662,1368.2877,5417.0547,11675.5205,4962.9033,7632.666,-3423.4038,9608.291,2131.9597,-760.9752,39.71439,8495.859,1501.226,4272.844,124.44325,3940.9766,8469.29,-5874.436,5058.9683,-527.3516,517.6846,10125.946,-10983.605,-889.625,-3524.183,11952.058,-734.39124,1970.2086,6501.196,-1462.9459,3158.7407,-4434.4863,2336.697,-2915.5212,78.233444,4291.0586,1364.3158,-11631.478,496.04285,-5467.0596,-3088.964,941.64703,-9183.242,4700.6636,-2219.5107,-8208.21,3927.0835,592.1595,10688.312,4014.8503,1368.044,2172.379,-525.2019,1095.2775,351.4321,-868.1258,-3552.9136,-1809.6235,8389.54,-13752.577,-5293.6284,267.93692,3097.0505,3368.1777,7973.895,1140.4083,4490.095,2577.9412,-1898.9008,-2453.079,-3125.9033,-12610.941,6978.7275,3085.9548,1733.3918,5070.6978,-1829.2058,2412.6724,21557.74,-4474.1807,315.11322,-4474.2305,10228.911,1238.2198,-4315.96,13323.126,5583.0195,-2881.6902,-4216.9634,-10617.753,-199.57797,-1389.2438,-4306.226,3112.879,340.2036,9592.377,-5756.656,1693.6776,-1647.0151,4441.8945,5084.457,-4368.319,814.7293,-1541.8616,-7832.403,2156.6082,-6496.408,-590.8862,-2089.9236,-4365.1055,-6607.626,211.6734,-13507.223,2422.832,-4551.951,-647.4251,366.21158,7258.0215,1196.6985,-398.60092,-2666.0107,3409.6895,3994.055,11882.622,6465.3115,2361.0464,-9807.728
192.168.1.20,1601.926,-7076.7188,-3102.959,9887.184,24216.895,6353.129,11903.089,-6370.976,16848.002,-961.2606,-4425.1924,-925.3606,14919.711,2396.1753,2052.6736,-51.248863,5786.4604,9852.582,-13024.038,4198.53,-926.0568,3921.4102,9142.746,-16628.395,-2557.4482,-4434.5557,19216.95,-2728.6138,2275.3955,11648.44,-127.58035,8906.725,-12535.027,5639.7217,-375.32156,2900.9653,12096.489,773.8237,-12679.611,-1167.6321,-6738.6104,-7163.045,1391.6819,-13893.547,11014.087,-2569.0996,-15295.785,6659.837,1433.3494,15571.455,9587.183,-2107.5474,4185.896,-3236.3367,-4352.4688,-105.63062,2601.4714,-1394.25,1139.7472,11010.102,-17375.66,-6310.785,4186.23,-1849.163,2730.2332,11311.757,-1844.0795,7360.536,1367.2292,-899.4495,-6427.218,-4544.9937,-14763.544,11346.21,3677.3147,5543.1396,5953.5723,-4016.1091,6909.891,33934.37,-8219.1,-579.92883,-8158.8525,16683.967,4207.0044,-6893.886,27499.188,16648.617,-6376.6924,-11549.809,-15866.989,-879.8407,-2178.7769,-2431.2954,7531.5356,-411.34564,14288.188,-10840.5625,2498.51,245.83012,12126.05,9255.702,-11583.3545,894.6976,1194.5282,-13629.755,4218.6113,-8224.083,2470.3381,-4961.3145,-9852.369,-8717.972,2448.7932,-19865.723,5190.8447,-10549.464,4664.954,4512.249,15144.102,2106.8267,-1263.8035,-6173.3623,1472.8518,4275.1855,20312.102,10820.086,3216.9688,-12410.925
192.168.1.2,4583.3955,-11353.474,-5867.385,20550.846,42618.637,9011.59,15037.024,-12648.471,24857.53,-7323.326,-10766.214,-4320.62,22588.986,8050.443,-1470.454,876.4077,9328.774,9442.94,-20630.15,7202.0156,875.2892,9721.846,7269.904,-26360.797,-2850.8096,-7896.5386,26418.498,-1428.1154,3902.2793,17383.705,1622.7943,13607.783,-22772.863,10536.388,1836.2843,5302.223,21012.24,-2046.6879,-11150.093,1738.5278,-12094.713,-9155.188,573.28986,-12019.723,16355.309,-2181.0776,-21108.957,4462.976,-3397.4812,22904.146,16580.654,-7121.736,4106.853,-6802.685,-6987.076,1417.927,6481.31,5493.901,5254.961,10917.037,-21305.596,-6985.961,5516.203,-6265.5234,5587.619,22783.293,-879.9845,8264.852,-6321.113,4306.2363,-10442.935,-5334.986,-11844.392,14039.927,3426.1418,8568.9375,12986.653,-11492.856,11264.112,44617.574,-11697.844,2112.6987,-14436.04,27633.223,7471.1475,-9564.015,43110.844,26582.32,-14776.837,-22147.496,-20764.225,-5457.9136,-3237.8215,1017.07776,11563.441,-4176.7397,17686.43,-8508.992,1616.9072,6054.589,20198.814,18118.482,-17807.037,8651.585,1845.7814,-22304.824,6724.2207,-3423.9143,8069.9985,-4695.79,-12152.768,-13108.882,264.0007,-26625.941,10285.993,-13788.742,9899.416,14611.1,22193.11,5244.1436,2173.8809,-10617.821,-3633.8757,-2246.1633,30814.268,14966.189,1300.1678,-12496.727
192.168.1.14,1686.3517,-22574.795,-3591.4639,30545.611,69493.5,20240.26,34157.582,-21030.764,47871.414,-1883.4908,-10986.557,-3719.7202,42121.332,8840.897,8867.857,768.1123,17298.506,28432.52,-32462.535,19068.557,-1547.8676,10957.61,31273.535,-50639.61,-7420.572,-15695.932,56106.832,-4570.7246,9111.317,34643.387,-612.8877,19985.555,-34628.066,14559.33,-3460.6719,6601.182,31910.455,2625.3372,-37352.87,73.85347,-24623.938,-18196.12,810.9484,-33920.152,27146.344,-7882.4893,-37958.746,15129.36,709.93304,46133.16,27741.572,-5297.365,10505.372,-7933.5605,-4361.6377,-359.69235,6025.8564,-2781.54,359.83575,32538.73,-51070.44,-19693.113,9253.11,1622.484,11032.543,39617.023,1757.8702,19347.79,2048.1873,-570.685,-17457.969,-10784.675,-41710.156,31634.236,10815.36,12135.624,22278.863,-14556.463,16795.074,96368.06,-21278.246,264.02698,-24287.182,51532.758,9727.887,-19918.143,75272.57,40679.55,-20305.947,-29779.71,-46271.965,-4694.782,-6529.296,-8034.8286,19494.123,-836.6712,40863.23,-23796.146,5250.258,1512.5869,31895.451,28489.648,-27911.176,7435.1777,681.92053,-42412.414,14258.661,-17848.662,5204.5923,-11369.196,-25106.184,-28291.113,2927.5286,-56801.24,15100.262,-25977.166,10048.079,14987.203,38962.332,5010.5537,1239.336,-17339.86,7422.4375,7467.753,57364.0,30159.322,5523.3047,-35661.434
192.168.1.3,2791.6858,-14146.247,-4530.874,20514.357,47783.766,12818.624,22663.932,-13582.845,32191.018,-2829.4043,-8678.165,-2613.834,28404.854,5803.76,3986.109,406.68848,11479.046,17564.145,-23588.412,10383.306,-1317.5941,8152.582,18013.254,-32984.625,-4979.7437,-9349.3545,36736.387,-3795.8098,5430.988,23051.867,155.92097,15436.215,-24610.012,10581.133,-792.2748,5262.5024,23314.63,974.5746,-23046.291,-764.5391,-14791.036,-12812.339,1504.8999,-23474.658,19809.28,-4742.507,-27200.918,10629.931,1042.5746,30244.816,19073.184,-4754.492,7396.1816,-6394.9385,-6107.3696,-211.63765,5083.55,-862.34766,1814.0398,20743.059,-32627.986,-12161.379,7421.525,-2027.2479,6385.0913,24684.96,-1231.2366,13203.128,908.8039,-298.03165,-12536.629,-7939.3423,-26559.889,20882.363,6992.68,9481.686,13441.447,-9391.5,12412.995,64212.848,-14903.465,-98.5072,-16233.454,33599.12,7791.8037,-13099.02,52581.18,30421.512,-13560.907,-21955.883,-30348.453,-3019.037,-4146.859,-3942.147,13952.914,-953.3743,26779.182,-17533.592,3903.1045,1922.6241,23106.338,19047.992,-20752.43,4285.1074,1666.8854,-27744.496,8812.933,-12607.038,4994.352,-8574.282,-17571.42,-17798.309,3142.175,-37371.98,10500.616,-18927.383,8555.245,10819.305,27545.076,3816.6106,-318.69467,-12167.293,2909.1543,5206.6323,38921.637,20258.156,4287.573,-22747.504
